language,created_at,watchers_sum,forks_sum,count
OCaml,2012-02-27,62,28,24
OCaml,2011-10-13,4,0,4
OCaml,2012-03-08,16,0,9
OCaml,2011-11-02,15,2,1
OCaml,2011-04-02,4,2,2
OCaml,2010-09-22,22415,2690,86
OCaml,2011-03-25,2,0,2
OCaml,2011-02-02,33,4,3
OCaml,2009-03-27,8,4,1
OCaml,2010-09-29,58,16,2
OCaml,2011-12-11,371,88,47
OCaml,2012-03-29,9,0,9
OCaml,2011-08-10,28,13,7
OCaml,2010-03-04,5,2,1
OCaml,2011-04-20,10,2,2
OCaml,2012-03-03,48,19,18
OCaml,2012-03-12,11,5,6
OCaml,2012-03-15,99,37,50
OCaml,2012-01-10,12,6,6
OCaml,2012-01-09,54,24,14
OCaml,2011-11-23,6,6,6
OCaml,2011-11-16,2,1,1
OCaml,2009-12-25,36,24,6
OCaml,2012-02-03,57,19,19
OCaml,2011-09-03,2,1,1
OCaml,2011-01-31,81,0,81
OCaml,2012-01-04,40,17,4
OCaml,2012-02-29,34,34,34
OCaml,2011-11-05,42,42,42
OCaml,2010-11-19,9,0,9
OCaml,2012-03-19,114,57,58
OCaml,2011-12-27,6,3,1
OCaml,2012-01-18,4,0,4
OCaml,2010-10-04,23411,12282,336
OCaml,2012-01-03,6,0,6
OCaml,2011-01-13,12,4,2
OCaml,2012-02-22,94,41,38
OCaml,2012-03-09,61,45,34
OCaml,2012-03-06,11,11,11
OCaml,2012-03-22,34,16,24
OCaml,2012-03-16,6,6,6
OCaml,2011-04-21,54,5,3
OCaml,2008-10-16,2,0,1
OCaml,2011-10-28,52,52,52
OCaml,2011-09-19,4,2,2
OCaml,2009-09-01,2,1,1
OCaml,2011-08-31,1,1,1
OCaml,2011-08-30,146,34,42
OCaml,2010-07-24,6,4,2
OCaml,2012-03-23,9,0,4
OCaml,2012-03-10,22,22,22
OCaml,2009-07-19,4,2,1
OCaml,2011-07-18,28,14,7
OCaml,2012-03-28,2,0,1
OCaml,2010-07-15,3,1,1
OCaml,2010-01-21,76,42,9
OCaml,2011-10-08,3,2,2
OCaml,2011-06-28,7,1,1
OCaml,2011-08-03,3,1,1
OCaml,2011-07-16,4,4,4
OCaml,2011-03-02,14,5,3
OCaml,2010-08-13,42,24,6
OCaml,2012-02-08,6,6,6
OCaml,2008-03-06,653,132,33
OCaml,2011-06-26,3,0,3
OCaml,2010-11-12,17,3,2
OCaml,2011-03-18,20189,1853,57
OCaml,2012-03-05,5,1,5
OCaml,2010-03-01,1050,150,50
OCaml,2011-03-15,2,2,2
OCaml,2012-03-13,24,16,17
OCaml,2012-02-13,12,6,6
Scala,2011-09-06,4,2,3
Scala,2010-04-21,267,51,3
Scala,2010-06-01,13000,591,18
Scala,2010-10-17,14,2,1
Scala,2011-04-28,486,157,22
Scala,2010-11-16,51,8,1
Scala,2010-07-02,203,51,5
Scala,2009-11-30,19,19,19
Scala,2011-04-26,9,5,3
Scala,2011-03-15,1,1,1
Scala,2011-01-15,5622,749,20
Scala,2011-12-10,1884,87,87
Scala,2010-12-19,4,2,1
Scala,2010-08-10,80,40,10
Scala,2011-09-21,16,6,5
Scala,2010-04-11,106175,4626,84
Scala,2011-04-16,1134,126,126
Scala,2011-02-14,988,253,16
Scala,2010-09-20,24,9,3
Scala,2011-09-18,62,16,12
Scala,2010-08-25,2,1,1
Scala,2011-11-04,27,0,6
Scala,2011-09-19,64,12,9
Scala,2011-03-23,38,4,2
Scala,2010-12-26,8,7,7
Scala,2010-04-13,55,16,10
Scala,2011-12-11,275,45,18
Scala,2011-03-09,2015,85,17
Scala,2011-08-23,23,8,3
Scala,2011-05-08,28,13,5
Scala,2011-10-18,10,0,2
Scala,2011-07-16,9,1,1
Scala,2012-03-25,88,61,88
Scala,2011-05-23,80,32,32
Scala,2011-05-19,37,11,5
Scala,2008-04-21,95391,7145,73
Scala,2012-02-08,103,68,55
Scala,2010-12-11,45,12,6
Scala,2011-03-25,17842,1813,58
Scala,2009-08-01,409,76,19
Scala,2010-05-03,3,1,1
Scala,2011-03-20,77,32,20
Scala,2011-07-05,4726,882,69
Scala,2011-09-25,9,6,2
Scala,2009-09-18,49,5,2
Scala,2011-11-21,2539,913,231
Scala,2012-03-27,299,218,225
Scala,2009-10-25,14,5,4
Scala,2010-10-30,147,41,5
Scala,2011-05-22,8,2,1
Scala,2011-03-21,73,18,3
Scala,2011-02-10,2055,211,35
Scala,2009-06-29,2085,250,10
Scala,2010-06-22,140,32,32
Scala,2012-01-25,135,40,55
Scala,2011-04-10,165,24,4
Scala,2012-02-29,167,103,94
Scala,2009-05-10,2,0,1
Scala,2011-09-02,36,0,9
Scala,2010-10-01,46,10,1
Scala,2011-10-04,1434,113,61
Scala,2011-11-11,1560,263,189
Scala,2011-09-03,89,17,17
Scala,2012-02-14,826,302,63
Scala,2009-02-20,10055,1332,37
Scala,2012-03-09,45,24,39
Scala,2011-07-31,2,2,2
Scala,2010-01-10,5,1,1
Scala,2012-03-10,550,221,114
Scala,2011-12-27,4,2,3
Scala,2010-09-27,3,1,1
Scala,2011-12-07,54,11,53
Scala,2010-01-19,8,8,8
Scala,2010-10-29,2035,352,11
Scala,2011-11-13,31,8,3
Scala,2011-04-22,180,145,149
Scala,2010-08-04,4993,1006,25
Scala,2011-01-28,41,18,6
Scala,2011-05-16,8,8,7
Scala,2012-01-21,47,10,23
Scala,2011-11-23,11,8,5
Scala,2011-10-24,425,155,35
Scala,2010-11-14,1,0,1
Scala,2011-09-08,115,45,10
Scala,2010-10-19,53931,4004,60
Scala,2011-06-28,8,4,4
Scala,2011-08-14,11,4,1
Scala,2012-02-24,161,66,66
Scala,2010-09-02,9883,1314,73
Scala,2011-12-31,584,77,17
Scala,2011-07-25,79,13,4
Scala,2011-11-03,797,136,65
Scala,2011-03-11,143,39,13
Scala,2011-10-29,13,8,5
Scala,2010-03-03,30,2,1
Scala,2012-03-24,134,91,105
Scala,2011-08-16,280,62,9
Scala,2011-06-03,4188,431,27
Scala,2011-04-23,51,40,10
Scala,2011-12-30,7,6,7
Scala,2011-12-15,181,8,6
Scala,2010-12-13,34,11,1
Scala,2010-05-20,4,1,1
Scala,2012-03-13,315,98,142
Scala,2009-12-10,124,12,4
Scala,2012-03-04,76,61,63
Scala,2011-12-29,126,24,24
Scala,2010-03-09,423,81,11
Scala,2010-11-03,24,16,8
Scala,2010-10-26,73,24,2
Scala,2011-09-12,55,27,10
Scala,2010-08-13,80,8,8
Scala,2012-03-17,397,300,281
Scala,2012-01-17,19,8,8
Scala,2010-11-23,2843,635,18
Scala,2012-02-09,229,55,49
Scala,2011-11-09,145,9,5
Scala,2012-01-27,271,41,29
Scala,2011-12-20,49,3,18
Scala,2010-12-25,24,5,5
Scala,2010-01-31,111,16,5
Scala,2011-12-09,6,3,4
Scala,2011-05-28,16,2,2
Scala,2012-02-25,167,50,44
Scala,2009-09-04,141,22,2
Scala,2011-12-22,161,13,32
Scala,2010-04-30,275,50,10
Scala,2009-08-26,3,1,1
Scala,2009-11-18,49,4,2
Scala,2011-05-07,2,2,2
Scala,2012-03-16,278,188,175
Scala,2010-08-19,84,24,4
Scala,2010-06-14,13,1,1
Scala,2010-10-03,670,99,26
Scala,2011-05-26,641,128,8
Scala,2011-05-29,20,10,5
Scala,2011-10-28,25,8,2
Scala,2012-03-02,329,288,76
Scala,2010-02-22,700,110,7
Scala,2011-10-31,2,1,1
Scala,2011-04-06,4,3,1
Scala,2011-10-13,1,1,1
Scala,2010-05-12,30,2,1
Scala,2011-10-09,239,70,18
Scala,2011-03-01,44,8,4
Scala,2010-10-20,27,6,3
Scala,2010-11-12,35,31,31
Scala,2011-03-02,36,19,7
Scala,2009-09-24,16,3,1
Scala,2012-02-16,125,69,67
Scala,2011-10-19,610,79,62
Scala,2011-01-01,14,2,4
Scala,2011-06-05,48,7,3
Scala,2009-12-15,730,98,4
Scala,2011-06-14,115,32,9
Scala,2010-01-05,408,70,10
Scala,2010-10-09,1,1,1
Scala,2010-06-12,351,60,12
Scala,2010-09-09,189,53,6
Scala,2011-06-10,475,124,60
Scala,2010-07-15,72,12,3
Scala,2009-03-13,48,2,1
Scala,2012-03-31,327,123,106
Scala,2011-12-13,21,4,10
Scala,2011-02-17,5,1,1
Scala,2011-08-22,529,58,28
Scala,2011-12-24,11,3,3
Scala,2011-05-10,10,3,3
Scala,2010-01-27,1328,198,7
Scala,2012-03-12,266,194,209
Scala,2010-12-06,66,17,5
Scala,2010-12-12,1050,105,9
Scala,2009-03-05,56,0,14
Scala,2011-06-12,74,23,9
Scala,2012-02-20,291,95,100
Scala,2011-01-18,29,2,2
Scala,2011-06-13,50,19,8
Scala,2010-10-28,1,1,1
Scala,2010-11-15,96,15,9
Scala,2012-02-18,450,50,33
Scala,2011-03-28,8,4,4
Scala,2012-01-12,1518,151,28
Scala,2011-08-12,23,3,7
Scala,2009-04-23,174,6,3
Scala,2011-01-26,37050,5774,81
Scala,2012-01-14,3,0,3
Scala,2011-12-18,3089,298,41
Scala,2011-10-01,29,5,1
Scala,2009-08-17,15,6,1
Scala,2011-06-29,22,9,5
Scala,2011-07-07,6,5,5
Scala,2011-05-09,2,1,1
Scala,2011-07-30,1,1,1
Scala,2012-01-13,76,65,39
Scala,2009-08-16,145439,15348,151
Scala,2010-08-15,6,4,3
Scala,2009-08-24,1743,218,10
Scala,2010-02-28,9,3,1
Scala,2011-08-17,4781,671,110
Scala,2009-07-04,16,16,16
Scala,2012-01-23,349,48,13
Scala,2012-01-16,15,11,13
Scala,2012-02-13,32,9,11
Scala,2010-01-04,11472,2036,43
Scala,2009-10-19,240,30,3
Scala,2011-05-30,161,10,1
Scala,2010-04-02,77,21,2
Scala,2012-03-26,375,263,263
Scala,2011-07-01,222,18,3
Scala,2008-04-02,187,32,1
Scala,2011-12-19,401,48,21
Scala,2011-06-02,29,11,6
Scala,2011-07-15,265,26,6
Scala,2011-10-17,5889,1366,130
Scala,2011-12-12,145,81,46
Scala,2010-06-28,4,2,1
Scala,2010-05-18,20325,3024,65
Scala,2010-08-29,15,9,1
Scala,2009-04-11,4,0,1
Scala,2012-02-26,191,137,139
Scala,2012-03-14,150,100,138
Scala,2009-04-24,1160,138,7
Scala,2011-10-02,21,2,7
Scala,2011-09-15,50,9,8
Scala,2012-01-30,88,66,80
Scala,2012-01-26,13,6,4
Scala,2012-03-08,254,214,87
Scala,2011-03-27,32,16,16
Scala,2011-11-30,155616,39573,410
Scala,2011-08-24,8,4,2
Scala,2010-08-09,12017,1231,76
Scala,2010-01-30,2284,418,10
Scala,2008-08-31,117,25,2
Scala,2011-01-06,6,5,6
Scala,2010-11-29,430,153,9
Scala,2010-04-14,3,1,1
Scala,2011-04-20,56,14,11
Scala,2009-09-01,46,7,1
Scala,2009-11-16,81,26,2
Scala,2010-07-08,51,5,1
Scala,2009-03-29,345,72,2
Scala,2011-01-21,372,42,7
Scala,2011-09-07,961976,161023,709
Scala,2010-03-28,2,1,1
Scala,2012-03-30,49,34,46
Scala,2012-03-07,800,319,184
Scala,2012-02-10,40,24,29
Scala,2010-07-17,4,4,2
Scala,2012-02-17,78,51,33
Scala,2010-06-20,6,2,2
Scala,2011-12-02,7,2,5
Scala,2010-02-04,4040,740,51
Scala,2011-10-30,12,3,12
Scala,2010-05-21,21,5,1
Scala,2012-02-15,55,22,52
Scala,2011-08-18,15,6,3
Scala,2012-01-08,17,6,2
Scala,2012-03-29,78,59,71
Scala,2012-02-03,347,128,56
Scala,2011-07-06,21,8,2
Scala,2010-06-15,49,22,2
Scala,2012-03-20,382,211,200
Scala,2011-10-26,301,104,14
Scala,2011-07-18,522,263,33
Scala,2011-05-03,43,16,3
Scala,2012-03-03,61,36,50
Scala,2011-02-21,174,58,58
Scala,2010-11-25,14,3,3
Scala,2011-09-14,40,6,2
Scala,2010-02-21,147,54,3
Scala,2011-05-06,517,84,14
Scala,2012-03-01,30,25,25
Scala,2010-06-30,439,82,2
Scala,2012-03-06,207,69,70
Scala,2011-07-12,24,7,8
Scala,2009-11-23,25,5,1
Scala,2011-12-25,18,2,1
Scala,2010-05-11,496,62,31
Scala,2009-07-22,9,13,1
Scala,2012-02-02,32,18,12
Scala,2011-06-09,927,155,17
Scala,2011-07-28,34,11,5
Scala,2012-01-07,10,0,10
Scala,2012-03-19,146,106,116
Scala,2011-11-18,19,3,16
Scala,2012-02-22,14,14,14
Scala,2011-11-28,689,93,31
Scala,2011-03-07,10,5,2
Scala,2009-02-16,432603,65855,420
Scala,2011-11-15,10,3,1
Scala,2011-02-16,75,15,4
Scala,2011-05-31,47303,5957,302
Scala,2011-09-20,6,5,6
Scala,2012-01-05,22,13,13
Scala,2012-01-15,33,10,18
Scala,2011-07-19,11,6,5
Scala,2011-11-19,10,3,2
Scala,2010-06-29,2127,195,10
Scala,2011-06-30,29,5,2
Scala,2011-07-27,7,3,5
Scala,2012-01-29,20,9,9
Scala,2010-05-27,837,141,11
Scala,2010-02-03,24,8,2
Scala,2011-05-02,26,5,3
Scala,2010-01-24,81,37,2
Scala,2012-02-21,26059,1932,182
Scala,2011-02-24,2,1,1
Scala,2011-04-24,2377,307,23
Scala,2011-04-14,17,5,1
Scala,2011-03-12,35,3,2
Scala,2012-02-23,929,147,77
Scala,2011-09-11,70,13,5
Scala,2009-09-21,1,1,1
Scala,2010-04-07,367,117,31
Scala,2011-05-04,3,1,1
Scala,2011-11-17,36,17,9
Scala,2009-02-15,766,76,19
Scala,2012-01-01,4,2,2
Scala,2010-09-08,8151,1254,32
Scala,2011-10-03,15833,3701,187
Scala,2009-11-20,17,4,1
Scala,2011-09-28,4,1,1
Scala,2011-01-27,1037,194,54
Scala,2011-06-04,132,48,24
Scala,2011-07-11,123,36,28
Scala,2010-03-12,104,52,52
Scala,2011-05-14,165,27,5
Scala,2011-08-29,2,1,1
Scala,2011-11-02,11,4,4
Scala,2009-11-09,10311,1843,42
Scala,2009-10-08,15,6,1
Scala,2011-11-24,93,32,29
Scala,2011-06-27,10,10,5
Scala,2009-07-15,19,8,2
Scala,2012-01-19,22,15,13
Scala,2011-11-16,11,6,4
Scala,2011-07-22,36,6,3
Scala,2011-12-21,53,20,12
Scala,2011-04-17,144,24,24
Scala,2011-12-16,1,0,1
Scala,2009-12-01,550,100,5
Scala,2010-09-06,3,3,1
Scala,2011-10-12,2,2,2
Scala,2011-11-22,379,18,11
Scala,2012-01-04,44,35,9
Scala,2011-09-22,20,3,17
Scala,2011-02-09,8,4,4
Scala,2010-08-21,14,3,1
Scala,2012-03-21,203,134,139
Scala,2010-10-12,11864,759,30
Scala,2010-11-22,9,9,9
Scala,2011-07-21,163,66,10
Scala,2012-01-18,49,18,23
Scala,2011-08-31,30,10,5
Scala,2011-07-23,90,30,15
Scala,2011-01-05,2,2,2
Scala,2008-08-15,12,0,3
Scala,2011-12-17,1,1,1
Scala,2011-05-18,40,25,5
Scala,2011-04-18,2,2,2
Scala,2012-01-22,68,3,20
Scala,2010-08-17,32,10,2
Scala,2010-11-30,16,1,1
Scala,2010-09-22,16,8,4
Scala,2011-08-11,8,5,3
Scala,2009-08-19,97,39,1
Scala,2010-07-04,5,2,2
Scala,2011-08-07,28,4,4
Scala,2009-04-01,19,6,1
Scala,2010-03-22,2,1,1
Scala,2011-08-03,18,11,5
Scala,2010-12-03,6,2,2
Scala,2010-03-25,246,55,5
Scala,2012-03-28,130,107,121
Scala,2011-10-08,41,33,33
Scala,2011-12-28,2,2,2
Scala,2011-04-05,3,1,1
Scala,2011-04-08,200,74,5
Scala,2010-08-08,5,2,1
Scala,2009-07-11,6,1,1
Scala,2010-08-16,703,91,5
Scala,2011-06-08,11,4,2
Scala,2008-12-12,44,9,1
Scala,2011-06-21,2,1,1
Scala,2011-12-01,4224,196,337
Scala,2010-02-12,49,10,1
Scala,2010-08-01,5,2,2
Scala,2010-09-26,6,2,1
Scala,2011-10-15,52,16,6
Scala,2010-12-22,38,6,2
Scala,2011-09-16,11,2,6
Scala,2012-02-11,3,3,3
Scala,2010-11-10,22,9,9
Scala,2011-10-14,3,0,3
Scala,2009-01-04,46,24,3
Scala,2011-10-16,27,8,17
Scala,2009-12-08,2062,486,12
Scala,2011-04-02,14,1,1
Scala,2011-07-17,7,2,2
Scala,2011-11-25,28,6,13
Scala,2012-03-18,316,141,161
Scala,2011-02-15,740,105,5
Scala,2010-01-20,316,39,5
Scala,2010-08-06,621,140,13
Scala,2009-05-31,55050,5929,70
Scala,2010-07-27,85,22,4
Scala,2011-10-20,766,282,43
Scala,2011-07-13,5,0,5
Scala,2011-04-01,371,60,5
Scala,2012-03-15,714,252,249
Scala,2010-04-19,214,58,17
Scala,2010-08-05,160,21,9
Scala,2010-09-17,140,135,45
Scala,2010-03-06,32,5,1
Scala,2011-06-25,839,70,35
Scala,2012-01-31,12,7,9
Scala,2011-10-25,8646,1121,83
Scala,2011-08-13,10,10,10
Scala,2012-02-19,93,52,71
Scala,2011-09-09,363,45,11
Scala,2011-12-04,21,9,14
Scala,2010-10-07,55,8,2
Scala,2012-02-01,12,4,6
Scala,2012-03-05,123,75,68
Scala,2011-04-09,9,3,1
Scala,2011-05-24,4,4,4
Scala,2012-02-12,9,8,7
Scala,2011-11-20,1,1,1
Scala,2011-09-01,6,2,2
Scala,2011-01-12,4061,616,29
Scala,2011-10-06,1260,151,37
Scala,2011-09-23,666,103,28
Scala,2009-10-21,60,4,1
Scala,2012-01-20,54,44,42
Scala,2011-03-16,22,15,9
Scala,2011-12-08,1050,179,222
Scala,2011-05-11,1,0,1
Scala,2011-08-05,1,1,1
Scala,2010-08-22,6,3,3
Scala,2009-08-30,179,26,2
Scala,2012-02-28,68,48,58
Scala,2011-06-15,364,63,28
Scala,2012-01-10,54652,5566,223
Scala,2011-03-30,341,343,114
Scala,2011-11-06,16,15,15
Scala,2011-12-14,21,6,15
Scala,2011-12-03,12,1,1
Scala,2009-07-08,452,62,7
Scala,2011-02-27,14,4,4
Scala,2008-05-20,66,6,1
Scala,2010-06-09,52,9,1
Scala,2012-03-11,203,111,135
Scala,2011-07-04,185,25,5
Scala,2011-08-26,142,94,47
Scala,2008-05-25,5027,648,8
Scala,2012-01-24,37,31,32
Scala,2012-02-06,581,186,80
Scala,2010-08-03,390,129,9
Scala,2010-01-15,37824,5957,87
Scala,2011-12-06,316,85,34
Scala,2011-06-06,200,64,37
Scala,2011-08-21,425,81,34
Scala,2011-10-21,13,5,5
Scala,2011-06-17,1211,143,142
Scala,2011-11-10,19,13,9
Scala,2010-12-16,25179,2759,38
Scala,2012-03-22,1133,459,336
Scala,2011-11-27,5,5,5
Scala,2011-12-05,165,27,27
Scala,2012-02-05,15,15,15
Scala,2009-11-10,18,7,2
Scala,2011-12-26,12,5,5
Scala,2012-02-07,65,11,52
Scala,2011-08-19,15,15,12
Scala,2011-04-11,71,23,8
Scala,2011-10-27,33,0,11
Scala,2010-07-18,50,12,2
Scala,2012-03-23,102,67,102
Scala,2012-01-06,49,49,49
Scala,2011-03-08,80,20,20
Scala,2011-05-20,2,2,1
Scala,2011-11-01,34,34,34
Scala,2011-01-08,71,7,1
Scala,2010-12-01,5,2,1
Scala,2010-04-06,154950,8531,139
Scala,2011-06-24,25,20,5
Scala,2010-04-03,32,3,1
Scala,2010-03-29,20515,1507,48
Scala,2011-08-28,3,2,1
Scala,2009-08-05,144,18,3
Scala,2011-10-22,4,4,4
Scala,2012-01-28,5,3,5
Scala,2011-08-27,25,4,1
Scala,2011-08-15,903,254,49
Scala,2011-11-26,3,3,3
Scala,2012-01-11,9,6,5
Scala,2011-03-05,3,2,1
Scala,2011-05-21,42,17,9
Scala,2010-09-04,16,16,8
Scala,2010-12-08,3,1,1
Scala,2011-07-24,25,14,14
Scala,2011-12-23,130,94,32
Scala,2011-03-10,44,15,7
Scala,2009-09-27,315,24,3
Scala,2011-10-10,18,11,9
Scala,2009-01-16,13,2,1
Scala,2011-08-08,23,8,4
Scala,2010-04-15,24,16,8
Scala,2010-01-25,202,33,6
Scala,2009-12-30,1272,256,11
Scala,2011-04-04,17,7,3
Scala,2011-05-12,12,3,1
Scala,2011-09-04,138,15,7
Scala,2010-10-06,36,4,4
Scala,2011-09-13,78,32,18
Scala,2011-01-02,206,77,8
Scala,2011-10-07,803,78,14
Scala,2010-04-05,126,18,3
Scala,2011-03-13,825,72,21
Scala,2011-11-14,37,20,10
Scala,2011-01-29,1,1,1
Scala,2010-09-03,577,128,14
Scala,2010-04-16,38,6,2
Scala,2010-09-14,13449,2835,117
Scala,2010-01-11,80,25,5
Scala,2010-10-25,66,66,33
Scala,2012-02-27,183,84,90
Shell,2009-07-11,1,1,1
Shell,2009-03-01,39,13,6
Shell,2009-12-28,15,4,4
Shell,2010-05-02,8,4,2
Shell,2009-08-27,13,8,1
Shell,2011-05-29,56,20,12
Shell,2010-03-16,21,9,5
Shell,2010-10-20,8,5,3
Shell,2011-09-21,354,76,84
Shell,2009-12-18,1,1,1
Shell,2009-01-29,49,15,3
Shell,2010-09-07,14,12,11
Shell,2010-02-12,1377,368,15
Shell,2009-08-28,2008644,778538,422
Shell,2011-12-07,1950,56,15
Shell,2012-03-15,2352,587,610
Shell,2010-10-07,1,1,1
Shell,2010-06-10,10,9,9
Shell,2011-03-30,20,12,12
Shell,2011-02-21,34,8,4
Shell,2012-01-04,260,52,48
Shell,2012-01-05,122,78,77
Shell,2011-07-27,57,27,33
Shell,2010-10-28,11,4,5
Shell,2010-01-21,10,3,1
Shell,2010-11-17,2,2,1
Shell,2008-06-19,1400,313,6
Shell,2009-04-02,2,0,1
Shell,2009-10-30,28,24,24
Shell,2010-06-01,4,4,2
Shell,2010-07-26,138,13,3
Shell,2010-09-09,1,1,1
Shell,2010-02-23,55,6,3
Shell,2012-02-17,431,223,111
Shell,2012-02-16,427,222,261
Shell,2009-06-24,5,3,3
Shell,2012-02-28,521,324,330
Shell,2009-01-09,114,12,6
Shell,2009-10-31,12,2,1
Shell,2009-09-03,20341,2267,50
Shell,2010-07-09,3,2,1
Shell,2009-06-25,11643,753,23
Shell,2011-10-16,15,22,24
Shell,2011-02-16,2803,803,28
Shell,2011-03-18,157,69,22
Shell,2011-03-04,71,41,6
Shell,2010-10-15,15,11,3
Shell,2012-03-26,543,303,446
Shell,2011-04-05,90,40,31
Shell,2011-12-24,132,60,24
Shell,2011-04-01,17,17,17
Shell,2010-09-15,10,6,4
Shell,2010-01-09,16,16,6
Shell,2011-03-02,92,37,25
Shell,2012-02-08,984,391,195
Shell,2011-05-06,38,19,7
Shell,2010-04-06,2,2,1
Shell,2011-07-06,41,15,9
Shell,2010-07-25,4,6,2
Shell,2010-09-14,16,7,2
Shell,2011-06-25,20,10,6
Shell,2011-11-25,3273,2640,70
Shell,2009-09-24,7,2,1
Shell,2010-07-18,1367,160,5
Shell,2011-05-28,97,19,7
Shell,2011-06-24,172,43,46
Shell,2010-04-09,2,2,2
Shell,2009-04-09,30,12,6
Shell,2009-05-17,4323,161,7
Shell,2010-07-06,2,2,2
Shell,2011-09-14,177,72,51
Shell,2011-01-07,4,4,4
Shell,2011-12-30,1991,214,58
Shell,2011-02-01,1221,801,19
Shell,2011-01-04,131,41,8
Shell,2010-03-26,89,18,7
Shell,2012-01-03,217,158,90
Shell,2011-02-11,2,0,1
Shell,2011-06-16,24,14,10
Shell,2012-02-11,203,151,103
Shell,2010-07-21,59,43,3
Shell,2010-05-23,29,15,7
Shell,2011-12-03,568,100,53
Shell,2009-11-24,10,10,6
Shell,2011-06-17,147,37,20
Shell,2011-09-07,1243,388,181
Shell,2012-03-09,7104,871,501
Shell,2010-04-29,1374,310,16
Shell,2010-01-26,13,8,3
Shell,2010-07-28,24,6,3
Shell,2011-12-26,246,162,51
Shell,2010-01-10,205,65,5
Shell,2010-02-13,7,5,5
Shell,2010-06-04,4,3,2
Shell,2011-08-08,105,38,24
Shell,2011-06-11,306,487,44
Shell,2008-05-27,39,3,1
Shell,2011-11-28,206,168,45
Shell,2010-12-08,24,2,5
Shell,2010-03-15,47,12,6
Shell,2011-12-14,60,47,48
Shell,2009-03-20,22,5,1
Shell,2009-07-08,2,2,2
Shell,2012-03-16,640,442,577
Shell,2009-05-10,8,4,3
Shell,2011-11-02,67,31,28
Shell,2012-01-01,296,152,150
Shell,2012-02-13,136,99,102
Shell,2010-12-05,868,276,69
Shell,2009-05-06,18,12,6
Shell,2009-03-09,9,1,3
Shell,2009-09-25,4,2,1
Shell,2010-12-26,2,2,2
Shell,2011-06-28,168,51,35
Shell,2011-07-25,157785,23311,282
Shell,2009-09-13,44,5,3
Shell,2011-07-24,122,26,104
Shell,2009-07-07,3,2,1
Shell,2011-07-12,225994,37682,648
Shell,2011-11-15,571,89,59
Shell,2011-07-15,100,53,29
Shell,2011-11-13,60,27,26
Shell,2011-07-01,29,12,9
Shell,2009-07-10,1106,210,17
Shell,2010-10-19,527,336,23
Shell,2011-08-05,309151,12167,151
Shell,2012-01-23,185,132,108
Shell,2010-02-21,9,9,9
Shell,2011-06-20,226,117,54
Shell,2010-07-08,4,4,4
Shell,2010-09-16,50,7,25
Shell,2011-06-23,130,14,6
Shell,2010-12-15,6,4,3
Shell,2011-09-24,157,67,67
Shell,2012-01-22,484,469,122
Shell,2011-01-15,17,10,4
Shell,2010-04-30,13,8,3
Shell,2010-12-27,106,49,25
Shell,2011-04-15,736,126,24
Shell,2010-10-26,102,24,3
Shell,2011-11-11,214,42,42
Shell,2011-01-14,67,42,27
Shell,2012-01-24,1346,422,286
Shell,2011-08-03,394,164,83
Shell,2010-07-12,1,1,1
Shell,2011-11-18,158,91,58
Shell,2010-10-31,9,9,9
Shell,2011-03-19,7,4,5
Shell,2011-12-22,65,37,47
Shell,2011-03-24,74,31,14
Shell,2011-10-26,129,66,55
Shell,2008-08-10,112,49,14
Shell,2011-05-23,97,12,93
Shell,2010-11-18,94351,41714,457
Shell,2012-03-12,444,369,458
Shell,2010-01-20,535754,41226,149
Shell,2008-06-28,3,0,1
Shell,2009-02-01,3,0,3
Shell,2011-08-10,34,21,11
Shell,2011-04-28,1179,141,28
Shell,2009-06-20,963,201,35
Shell,2011-10-17,18,9,9
Shell,2008-04-10,124,13,1
Shell,2011-11-26,54,40,17
Shell,2011-10-04,238,76,49
Shell,2009-02-09,2,0,2
Shell,2010-10-14,31,22,23
Shell,2011-09-29,93,47,27
Shell,2010-10-10,10,4,2
Shell,2011-10-06,42,37,30
Shell,2011-02-25,20,8,8
Shell,2008-10-31,18,14,2
Shell,2010-04-02,3,3,1
Shell,2010-10-13,577,172,56
Shell,2011-03-20,36,14,8
Shell,2012-03-01,177,156,154
Shell,2009-03-30,264,66,4
Shell,2009-07-03,2,2,2
Shell,2011-01-25,8,7,7
Shell,2012-01-27,184,94,91
Shell,2011-05-14,15,7,10
Shell,2010-01-17,4,4,4
Shell,2011-10-12,1963,677,105
Shell,2011-03-26,4,5,2
Shell,2011-05-31,256,97,29
Shell,2011-05-16,1258,995,49
Shell,2011-01-29,45,22,7
Shell,2011-10-14,196,83,54
Shell,2010-09-24,212,54,19
Shell,2010-10-08,18,9,9
Shell,2010-08-07,34,15,12
Shell,2012-03-14,877,716,724
Shell,2010-06-16,5,1,1
Shell,2011-04-17,17,4,7
Shell,2009-06-13,1,1,1
Shell,2011-04-13,272,112,44
Shell,2011-12-18,38,19,38
Shell,2010-08-29,841,204,16
Shell,2011-06-27,15085,6682,279
Shell,2010-03-19,80,32,5
Shell,2010-11-30,1376,257,31
Shell,2009-12-05,3,2,2
Shell,2010-12-14,44,19,20
Shell,2010-10-18,9455,778,16
Shell,2010-12-23,24,12,7
Shell,2012-03-02,434,315,367
Shell,2009-06-22,43,12,1
Shell,2011-04-25,4,4,4
Shell,2010-10-09,77,14,7
Shell,2009-05-14,423,69,3
